,url,title,textualRating,languageCode,publisher.name,publisher.site,reviewDate,text,claimant,claimDate,claimant_party,reason
531,http://www.politifact.com/factchecks/2017/apr/24/donald-trump/how-do-donald-trumps-first-100-days-rate-historica/,How do Donald Trump's first 100 days rate historically?,FALSE,en,PolitiFact,politifact.com,2017-04-24T12:45:13Z,No administration has accomplished more in the first 90 days.',Donald Trump,2017-04-18T00:00:00Z,Republican,
6081,http://www.politifact.com/factchecks/2017/apr/24/richard-burr/north-koreas-missile-testing-and-development-has-i/,North Korea's missile testing and development has increased 'twenty-fold' says Sen. Richard Burr,Mostly True,en,PolitiFact,politifact.com,2017-04-25T15:28:33Z,The pace of missile development between (Kim Jong Il and Kim Jong Un) has increased the testing about twenty-fold.''The pace of missile development between (Kim Jong Il and Kim Jong Un) has increased the testing about twenty-fold.',Richard Burr,2017-04-18T00:00:00Z,Republican,
6707,http://www.politifact.com/factchecks/2017/apr/25/brad-schneider/are-there-three-times-many-solar-energy-jobs-coal-/,Are there three times as many solar energy jobs as coal jobs?,Mostly True,en,PolitiFact,politifact.com,2017-04-25T19:20:32Z,More than 260;000 Americans are employed by the domestic solar industry — three times as many workers as employed by the entire coal mining industry.',Brad Schneider,2017-04-20T00:00:00Z,Democratic,
1284,http://www.politifact.com/factchecks/2017/apr/25/donald-trump/illegal-immigration-lowest-17-years-trump-said/,Is illegal immigration the lowest in 17 years; as Trump said?,TRUE,en,PolitiFact,politifact.com,2017-04-25T21:18:06Z,Illegal immigration on the U.S.-Mexico border is 'the lowest in 17 years.',Donald Trump,2017-04-21T00:00:00Z,Republican,
7257,http://www.politifact.com/factchecks/2017/apr/26/ron-kind/yes-experiencing-net-outflow-illegal-undocumented-/,Yes; we are experiencing a net outflow of illegal; undocumented workers from America back to Mexico,TRUE,en,PolitiFact,politifact.com,2017-04-26T15:19:40Z,We're experiencing a net outflow of illegal; undocumented workers from America back to Mexico.',Ron Kind,2017-02-16T00:00:00Z,Democratic,
2843,http://www.politifact.com/factchecks/2017/apr/26/donald-trump/does-ninth-circuit-have-overturn-record-close-80/,Does the Ninth Circuit have an overturn record 'close to 80%'?,Half True,en,PolitiFact,politifact.com,2017-04-26T15:39:51Z,The Ninth Circuit has an overturned record 'close to 80%.',Donald Trump,2017-04-26T00:00:00Z,Republican,
6771,http://www.politifact.com/factchecks/2017/apr/26/john-chiang/has-treasurer-john-chiang-saved-california-taxpaye/,Has Treasurer John Chiang saved California taxpayers more than $5 billion?,Half True,en,PolitiFact,politifact.com,2017-04-26T16:44:40Z,In the first two years and a couple months (as California treasurer); I have saved taxpayers and ratepayers over $5.2 billion.',John Chiang,2017-03-23T00:00:00Z,Democratic,
3288,http://www.politifact.com/factchecks/2017/apr/26/ivanka-trump/ivanka-trump-wrongly-says-child-care-costs-top-oth/,Ivanka Trump wrongly says child care single largest expense for half of households,Mostly False,en,PolitiFact,politifact.com,2017-04-26T19:04:03Z,The single largest expense in over half of American households is childcare.',Ivanka Trump,2017-04-25T00:00:00Z,Republican,
6702,http://www.politifact.com/factchecks/2017/apr/26/donald-trump/has-donald-trump-overseen-gain-500000-jobs-so-far/,Has Donald Trump overseen a gain of 500;000 jobs so far?,Half True,en,PolitiFact,politifact.com,2017-04-26T20:54:39Z,Says he created 'over 500;000 new jobs -- with a surge in female employment last month.',Donald Trump,2017-04-25T00:00:00Z,Republican,
2793,http://www.politifact.com/factchecks/2017/apr/27/jon-ossoff/checking-jon-ossoff-16-billion-government-waste/,Checking Jon Ossoff on $16 billion in government waste,Mostly True,en,PolitiFact,politifact.com,2017-04-27T14:43:14Z,In the federal government; 'there’s $16 billion in duplicate programs' that can be cut.,Jon Ossoff,2017-03-30T00:00:00Z,Democratic,
1671,http://www.politifact.com/factchecks/2017/apr/27/mike-crute/despite-losing-nomination-hillary-clinton-bernie-s/,Bernie Sanders lost to Hillary Clinton. So; can he be America's most popular politician?,Mostly True,en,PolitiFact,politifact.com,2017-04-27T15:57:29Z,Says Bernie Sanders 'is the most popular politician in America today.',Mike Crute,2017-04-19T00:00:00Z,unknown_affiliation,bp
5722,http://www.politifact.com/factchecks/2017/apr/27/jeff-sessions/sessions-says-4-billion-tax-credits-go-mostly-mexi/,Sessions says $4 billion a year in tax credits go mostly to Mexicans,Half True,en,PolitiFact,politifact.com,2017-04-27T16:20:37Z,Treasury Department's inspector general found 'there's $4 billion a year in excess payments' going to people that shouldn’t get them. 'These are mostly Mexicans.',Jeff Sessions,2017-04-23T00:00:00Z,Republican,
4889,http://www.politifact.com/factchecks/2017/apr/27/sean-spicer/trump-has-signed-more-bills-100-days-any-president/,Trump has signed more bills in 100 days than any president since Truman; Spicer says,Mostly True,en,PolitiFact,politifact.com,2017-04-27T16:21:12Z,Trump has 'worked with Congress to pass more legislation in his first 100 days than any president since Truman.',Sean Spicer,2017-04-25T00:00:00Z,Republican,
1305,http://www.politifact.com/factchecks/2017/apr/27/bob-cortes/are-all-florida-charter-schools-not-profit/,Are all Florida charter schools not-for-profit?,Half True,en,PolitiFact,politifact.com,2017-04-27T16:26:21Z,All charter schools are not-for-profit.',Bob Cortes,2017-04-18T00:00:00Z,Republican,
6426,http://www.politifact.com/factchecks/2017/apr/27/steve-mnuchin/no-trump-has-not-given-more-financial-disclosure-a/,Has Trump 'given more financial disclosure than anybody else?',FALSE,en,PolitiFact,politifact.com,2017-04-27T17:38:12Z,Says President Donald Trump 'has given more financial disclosure than anybody else.',Steve Mnuchin,2017-04-26T00:00:00Z,Republican,
3946,http://www.politifact.com/factchecks/2017/apr/27/donald-trump/did-trade-deficit-cause-slow-growth-2016-donald-tr/,Did trade deficit cause slow growth in 2016; as Donald Trump tweeted?,Mostly False,en,PolitiFact,politifact.com,2017-04-27T19:20:43Z,The U.S. recorded its slowest economic growth in five years (2016). GDP up only 1.6%. Trade deficits hurt the economy very badly.',Donald Trump,2017-04-26T00:00:00Z,Republican,
3617,http://www.politifact.com/factchecks/2017/apr/28/mark-pocan/congress-democrats-have-women-and-minorities-repub/,Diversity in Congress: Democrats have women and minorities; Republicans have white men over 55?,Mostly True,en,PolitiFact,politifact.com,2017-04-28T17:29:55Z,In Congress; 'on the Democratic side of the room; you’ve got men and women of all different races; on the other side; you’ve got a bunch of white men in dark suits; all over 55 or so.',Mark Pocan,2017-04-07T00:00:00Z,Democratic,
5066,http://www.politifact.com/factchecks/2017/apr/28/jeff-flake/republican-senator-arizona-cites-growth-us-mexico-/,Republican senator from Arizona cites growth in US-Mexico trade after NAFTA,Mostly True,en,PolitiFact,politifact.com,2017-04-28T18:05:55Z,Before NAFTA; trade between the US and Mexico was around $50 billion. Now it stands at more than $500 billion.',Jeff Flake,2017-04-27T00:00:00Z,Republican,
6885,http://www.politifact.com/factchecks/2017/apr/28/nancy-pelosi/nancy-pelosi-target-about-what-donald-trump-might-/,Nancy Pelosi on target about what Donald Trump might save under his tax plan,Mostly True,en,PolitiFact,politifact.com,2017-04-28T19:28:54Z,The ‘tax plan’ rolled out by @realDonaldTrump would have cut his taxes by $30 million in 2005 (the only year we have returns for).',Nancy Pelosi,2017-04-27T00:00:00Z,Democratic,
5874,http://www.politifact.com/factchecks/2017/apr/28/donald-trump/donald-trump-says-hes-only-modern-president-fill-s/,Donald Trump says he's the only modern president to fill SCOTUS seat in 100 days,Mostly True,en,PolitiFact,politifact.com,2017-04-28T22:49:25Z,For the first time in the modern political era; we have confirmed a new justice in the first 100 days.',Donald Trump,2017-04-28T00:00:00Z,Republican,
4484,http://www.politifact.com/factchecks/2017/apr/28/scott-peters/would-trumps-border-wall-cost-same-one-and-half-us/,Would Trump's border wall cost the same as one and a half US aircraft carriers?,TRUE,en,PolitiFact,politifact.com,2017-04-28T23:04:31Z,The estimated price of President Trump’s border wall is the same as the cost of 'one and a half aircraft carriers.',Scott Peters,2017-04-24T00:00:00Z,Democratic,
7491,http://www.politifact.com/factchecks/2017/may/01/donald-trump/does-new-version-ahca-still-cover-pre-existing-con/,Does the GOP's new health care bill still cover pre-existing conditions; as Trump claims?,Mostly False,en,PolitiFact,politifact.com,2017-05-01T20:27:43Z,Says of the GOP health care proposal; 'pre-existing conditions are in the bill.',Donald Trump,2017-04-30T00:00:00Z,Republican,
4831,http://www.politifact.com/factchecks/2017/may/01/rex-tillerson/does-china-account-90-north-korean-trade-rex-tille/,Does China account for 90% of North Korean trade; as Rex Tillerson said?,TRUE,en,PolitiFact,politifact.com,2017-05-01T21:23:44Z,China account(s) for 90 percent of North Korean trade.',Rex Tillerson,2017-04-28T00:00:00Z,Republican,
7741,http://www.politifact.com/factchecks/2017/may/01/tom-mcclintock/mcclintock-trump-signed-more-laws-first-100-days-a/,McClintock: Trump signed more bills in 100 days than any president since Truman,Mostly True,en,PolitiFact,politifact.com,2017-05-01T22:31:02Z,President Trump has passed more legislation in his first 100 days than any president since Harry Truman.',Tom McClintock,2017-04-28T00:00:00Z,Republican,
4356,http://www.politifact.com/factchecks/2017/may/02/donald-trump/donald-trump-says-michael-flynn-got-security-clear/,Donald Trump says Michael Flynn got security clearance from Obama administration,TRUE,en,PolitiFact,politifact.com,2017-05-02T21:22:01Z,General Flynn got his clearance from the Obama administration.',Donald Trump,2017-04-30T00:00:00Z,Republican,
1227,http://www.politifact.com/factchecks/2017/may/03/ivanka-trump/ivanka-trump-new-book-says-women-are-primary-earne/,Ivanka Trump; in new book; says women are primary earners in 40% of households,Mostly True,en,PolitiFact,politifact.com,2017-05-03T21:34:48Z,40 percent of American households have female primary breadwinners.',Ivanka Trump,2017-05-02T00:00:00Z,Republican,
5867,http://www.politifact.com/factchecks/2017/may/04/paul-ryan/did-paul-ryan-flip-flop-how-pass-big-health-care-b/,Did Paul Ryan flip-flop on how to pass a big health care bill?,Full Flop,en,PolitiFact,politifact.com,2017-05-04T20:46:05Z,On voting for a health care bill without an up-to-date Congressional Budget Office score.,Paul Ryan,2017-05-04T00:00:00Z,Republican,
4290,http://www.politifact.com/factchecks/2017/may/04/donald-trump/trumps-false-claim-dems-want-billions-go-insurance/,Trump's false claim that 'Dems want billions to go to Insurance Companies to bail out donors',FALSE,en,PolitiFact,politifact.com,2017-05-04T22:04:31Z,Dems want billions to go to Insurance Companies to bail out donors',Donald Trump,2017-04-30T00:00:00Z,Republican,
6016,http://www.politifact.com/factchecks/2017/may/04/robert-pittenger/does-new-version-ahca-protect-coverage-pre-existin/,Does new version of the AHCA protect coverage for pre-existing conditions?,Mostly False,en,PolitiFact,politifact.com,2017-05-05T18:12:34Z,Says the Republican plan to replace Obamacare; 'absolutely does not eliminate protections for pre-existing conditions.',Robert Pittenger,2017-05-02T00:00:00Z,Republican,
6788,http://www.politifact.com/factchecks/2017/may/05/antonio-villaraigosa/villaraigosas-mostly-true-claim-about-rise-school-/,Villaraigosa's Mostly True claim about the rise in school graduation rates,Mostly True,en,PolitiFact,politifact.com,2017-05-05T19:20:05Z,When I became mayor of Los Angeles; we had a 44 percent (high school) graduation rate. I said that was unacceptable. I challenged that notion. I said the mayor needs to be involved with our schools. We need to partner together. As I left; after a number of reforms; we grew our graduation rate from 44 percent to 72.',Antonio Villaraigosa,2017-03-23T00:00:00Z,Democratic,
4560,http://www.politifact.com/factchecks/2017/may/05/ivanka-trump/book-john-quincy-adams-quote/,Ivanka Trump's new book includes quote falsely and frequently attributed to John Quincy Adams,FALSE,en,PolitiFact,politifact.com,2017-05-05T20:01:05Z,Says John Quincy Adams said; 'If your actions inspire others to dream more; learn more; do more; and become more; you are a leader.,Ivanka Trump,2017-05-02T00:00:00Z,Republican,
1841,http://www.politifact.com/factchecks/2017/may/08/raul-labrador/raul-labradors-claim-no-one-dies-lack-health-care-/,Raul Labrador's claim that no one dies from lack of health care access: Pants on Fire,Pants on Fire,en,PolitiFact,politifact.com,2017-05-08T20:00:19Z,Nobody dies because they don’t have access to health care.',Raul Labrador,2017-05-05T00:00:00Z,Republican,
1081,http://www.politifact.com/factchecks/2017/may/08/thomas-croci/some-sex-offenders-will-be-allowed-drive-uber-and-/,Some sex offenders will be allowed to drive for Uber and Lyft,TRUE,en,PolitiFact,politifact.com,2017-05-08T21:30:35Z,In some cases; a sex offender 'who appears on the New York State Sex Offender Registry' would be able to drive for Uber or Lyft when ride-hailing is allowed upstate in July,Thomas Croci,2017-04-27T00:00:00Z,Republican,
3225,http://www.politifact.com/factchecks/2017/may/05/don-huffines/don-huffines-overstates-share-texas-property-taxes/,Don Huffines overstates share of Texas property taxes paid by businesses,Half True,en,PolitiFact,politifact.com,2017-05-09T13:48:03Z,Sixty-two percent of all (Texas) property taxes are paid by businesses.',Don Huffines,2017-02-27T00:00:00Z,Republican,
6500,http://www.politifact.com/factchecks/2017/may/09/gwen-moore/sexual-assault-domestic-violence-themselves-are-no/,Sexual assault; domestic violence themselves are not pre-existing conditions under GOP health bill,Mostly False,en,PolitiFact,politifact.com,2017-05-09T15:23:12Z,Under ‘Trumpcare;’' domestic violence and sexual assault 'could be considered pre-existing conditions.',Gwen Moore,2017-05-04T00:00:00Z,Democratic,
649,http://www.politifact.com/factchecks/2017/may/09/kevin-mccarthy/would-republican-health-care-bill-take-away-anyone/,Would the Republican health care bill take away anyone's Medicaid?,FALSE,en,PolitiFact,politifact.com,2017-05-09T20:11:07Z,Nobody on Medicaid' will have their benefits taken away.,Kevin McCarthy,2017-05-04T00:00:00Z,Republican,
5688,http://www.politifact.com/factchecks/2017/may/09/judy-chu/rape-pre-existing-condition-under-gop-bill-calif-c/,Calif. Democrat repeats misleading claim rape a pre-existing condition under GOP bill,Mostly False,en,PolitiFact,politifact.com,2017-05-09T23:05:50Z,The GOP health bill 'would once again allow being a rape or domestic violence victim to be a pre-existing condition.',Judy Chu,2017-05-04T00:00:00Z,Democratic,
3792,http://www.politifact.com/factchecks/2017/may/10/sally-hernandez/sally-hernandez-says-cities-labeled-sanctuaries-ha/,Sally Hernandez says cities labeled as sanctuaries have less crime; according to FBI statistics,Half True,en,PolitiFact,politifact.com,2017-05-10T16:53:57Z,FBI crime statistics have found that labeled ‘sanctuary’ cities experience lower rates of all crime types; including homicides.',Sally Hernandez,2017-05-10T00:00:00Z,Democratic,
3161,http://www.politifact.com/factchecks/2017/may/10/jeff-sessions/sessions-claims-district-attorneys-charge-immigran/,Fact-check: AG Jeff Sessions claims district attorneys charge immigrants for lesser crimes,Half True,en,PolitiFact,politifact.com,2017-05-10T17:55:46Z,District attorneys 'have advertised that they will charge a criminal alien with a lesser offense than presumably they would charge a United States citizen; so they won’t be deported.',Jeff Sessions,2017-04-28T00:00:00Z,Republican,
6560,http://www.politifact.com/factchecks/2017/may/10/ted-budd/what-will-happen-north-carolina-premiums-if-ahca-r/,What will happen to North Carolina premiums if the AHCA replaces Obamacare?,Half True,en,PolitiFact,politifact.com,2017-05-10T18:46:36Z,Says if the AHCA replaces Obamacare it will 'significantly reduce insurance premiums in' North Carolina.,Ted Budd,2017-05-04T00:00:00Z,Republican,
2646,http://www.politifact.com/factchecks/2017/may/08/tom-price/tom-price-misleads-obamacare-tax-penalty/,Tom Price misleads on Obamacare tax penalty,Mostly False,en,PolitiFact,politifact.com,2017-05-10T20:19:44Z,We have got 20 million folks out there across this land who have told the federal government; ‘Phooey; nonsense; I’m not going to participate in your program; because it doesn’t do what I need done.’ ',Tom Price,2017-05-07T00:00:00Z,Republican,
2690,http://www.politifact.com/factchecks/2017/may/11/paul-ryan/paul-ryans-pants-fire-claim-air-force-pilots-force/,Paul Ryan's Pants on Fire claim on Air Force pilots forced to scrounge for airplane parts in museums,Pants on Fire,en,PolitiFact,politifact.com,2017-05-11T14:22:57Z,We got to a point that our Air Force pilots were going to museums to find spare parts over the last eight years' under Barack Obama.,Paul Ryan,2017-05-02T00:00:00Z,Republican,
6872,http://www.politifact.com/factchecks/2017/may/12/donald-trump/trump-calls-trump-russia-story-made-/,Donald Trump's Pants on Fire claim Russia story 'made-up' by Democrats,Pants on Fire,en,PolitiFact,politifact.com,2017-05-12T20:04:22Z,This Russia thing with Trump and Russia is a made-up story. It's an excuse by the Democrats for having lost an election that they should've won.',Donald Trump,2017-05-11T00:00:00Z,Republican,
546,http://www.politifact.com/factchecks/2017/may/15/richard-corcoran/corcoran-touts-level-education-spending-there/,Florida House speaker touts record education spending; but there's more to grade,Half True,en,PolitiFact,politifact.com,2017-05-15T14:36:33Z,Says the Florida House of Representatives allocated $24 billion; 'the greatest investment in education in Florida history!',Richard Corcoran,2017-05-06T00:00:00Z,Republican,
2986,http://www.politifact.com/factchecks/2017/may/15/glenn-grothman/glenn-grothman-says-planned-parenthood-leading-abo/,Glenn Grothman says Planned Parenthood is leading abortion provider,TRUE,en,PolitiFact,politifact.com,2017-05-15T16:02:22Z,Planned Parenthood is the biggest abortion provider in the country.',Glenn Grothman,2017-04-30T00:00:00Z,Republican,
1998,http://www.politifact.com/factchecks/2017/may/15/donald-trump/donald-trump-mentions-tax-deductions-birds-flying-/,Donald Trump mentions tax deductions 'for birds flying across America;' and he should know,TRUE,en,PolitiFact,politifact.com,2017-05-15T16:07:46Z,The federal tax code includes 'deductions for birds flying across America.',Donald Trump,2017-05-11T00:00:00Z,Republican,
6961,http://www.politifact.com/factchecks/2017/may/15/richard-blumenthal/gop-health-care-bill-yanks-tax-credits-away-vetera/,GOP health care bill 'yanks tax credits away from veterans;' Sen. Blumenthal says,Half True,en,PolitiFact,politifact.com,2017-05-15T20:32:34Z,What does Trumpcare do? Yank tax credits away from veterans unlike any other American.',Richard Blumenthal,2017-05-09T00:00:00Z,Democratic,
6513,http://www.politifact.com/article/2017/may/16/reports-say-trump-shared-highly-classified-intel-r/,Reports say Trump shared highly classified intel with Russian diplomats: What we know so far,Exempt from laws,en,PolitiFact,politifact.com,2017-05-16T16:31:40Z,As President ... I have the absolute right to' share classified information.,Donald Trump,2017-05-16T00:00:00Z,Republican,
3213,http://www.politifact.com/article/2017/may/16/shifting-explanations-trumps-russia-disclosures/,The shifting explanations of Trump's Russia disclosures,Hasn't said why,en,PolitiFact,politifact.com,2017-05-16T16:38:49Z,The story that came out tonight as reported is false.',H.R. McMaster,2017-05-15T00:00:00Z,unknown_affiliation,bp
5699,http://www.politifact.com/factchecks/2017/may/16/chris-murphy/donald-trump-chris-murphy-russian-law-firm-year/,Mostly True: Trump uses Russia's 'law firm of the year' to counter claim he's too close to Russia,Mostly True,en,PolitiFact,politifact.com,2017-05-16T19:29:20Z,Law firm @POTUS used to show he has no ties to Russia was named Russia Law Firm of the Year for their extensive ties to Russia. Unreal.',Chris Murphy,2017-05-12T00:00:00Z,Democratic,
1088,http://www.politifact.com/factchecks/2017/may/16/james-risch/does-president-have-ability-declassify-anything-an/,Does the president have 'the ability to declassify anything at any time'?,Mostly True,en,PolitiFact,politifact.com,2017-05-16T20:33:45Z,The minute the president speaks about it to someone; he has the ability to declassify anything at any time without any process.',James Risch,2017-05-15T00:00:00Z,Republican,
6241,http://www.politifact.com/factchecks/2017/may/17/richard-corcoran/florida-house-speaker-richard-corcoran-misleads-ab/,Florida House Speaker Richard Corcoran misleads about education legislation negotiations,FALSE,en,PolitiFact,politifact.com,2017-05-17T15:14:40Z,It is a myth that Florida's education legislation was 'negotiated in secret.',Richard Corcoran,2017-05-12T00:00:00Z,Republican,
4647,http://www.politifact.com/factchecks/2017/may/17/scott-walker/testing-scott-walker-claim-record-education-findin/,Testing Scott Walker claim on record education funding in Wisconsin,Mostly False,en,PolitiFact,politifact.com,2017-05-17T15:19:03Z,We are investing more money into education than ever before in the history of Wisconsin.',Scott Walker,2017-02-08T00:00:00Z,Republican,
5886,http://www.politifact.com/article/2017/may/17/obstruction-justice-presidential-immunity-impeachm/,Obstruction of justice; presidential immunity; impeachment: What you need to know,Unclear,en,PolitiFact,politifact.com,2017-05-17T20:31:48Z,Asking FBI to drop an investigation is obstruction of justice.',Ted Deutch,2017-05-16T00:00:00Z,Democratic,
6319,http://www.politifact.com/factchecks/2017/may/17/mary-gonzalez/mary-gonzalez-says-abortions-safer-vasectomies/,Mary González says abortions safer than vasectomies,Mostly True,en,PolitiFact,politifact.com,2017-05-17T22:42:08Z,An 'abortion procedure is actually safer than a vasectomy.',Mary González,2017-05-11T00:00:00Z,Democratic,
4933,http://www.politifact.com/factchecks/2017/may/18/chris-collins/new-york-farmers-close-dumping-milk-over-canadian-/,New York farmers close to dumping milk over Canadian trade dispute,FALSE,en,PolitiFact,politifact.com,2017-05-18T13:16:52Z,Farmers 'are now dumping milk into the ditches' because of a trade dispute with Canada,Chris Collins,2017-04-28T00:00:00Z,Republican,
2167,http://www.politifact.com/factchecks/2017/may/18/charles-schumer/did-federal-inmate-population-drop-under-obama-fir/,Did federal inmate population drop under Obama for first time since Carter?,TRUE,en,PolitiFact,politifact.com,2017-05-18T21:30:43Z,President Obama became the first president since Carter to leave the White House with a smaller federal prison population than when he took office.',Charles Schumer,2017-05-18T00:00:00Z,Democratic,
4078,http://www.politifact.com/factchecks/2017/may/19/ted-cruz/ted-cruz-partly-right-first-congress-required-able/,Ted Cruz partly right that first Congress required every able man to own a musket,Half True,en,PolitiFact,politifact.com,2017-05-19T15:42:24Z,The first Congress passed a law mandating that every able-bodied man must own a musket.',Ted Cruz,2017-04-28T00:00:00Z,Republican,
1392,http://www.politifact.com/factchecks/2017/may/19/maxine-waters/rep-waters-exaggerates-trump-associate-moscow-trip/,Mostly False: Democrat says Paul Manafort visited Moscow during campaign,Mostly False,en,PolitiFact,politifact.com,2017-05-19T18:44:09Z,You can see visits to Moscow made during the campaign by (Paul) Manafort and others.',Maxine Waters,2017-05-18T00:00:00Z,Democratic,
3766,http://www.politifact.com/factchecks/2017/may/19/paul-ryan/paul-ryans-claim-wisconsin-being-model-covering-pe/,Paul Ryan's claim on Wisconsin being a model for covering people with preexisting conditions,Half True,en,PolitiFact,politifact.com,2017-05-19T21:48:23Z,Before Obamacare; Wisconsin’s 'high-risk pool' for health insurance 'had eight or nine' plans to choose from; people 'could go to any doctor or any hospital they wanted; and their premiums and co-pays were cheaper than they are under Obamacare today.',Paul Ryan,2017-05-07T00:00:00Z,Republican,
6922,http://www.politifact.com/factchecks/2016/oct/21/russ-feingold/russ-feingold-says-us-ally-saudi-arabia-exports-ex/,Russ Feingold says US ally Saudi Arabia exports extreme Islam that teaches Americans are the devil,Mostly True,en,PolitiFact,politifact.com,2017-05-20T12:58:04Z,Says Saudi Arabia; a U.S. ally; has 'paid to export throughout the world' Wahhabism -- 'an extreme form of Islam' that basically teaches 'Americans are the devil.',Russ Feingold,2016-10-07T00:00:00Z,Democratic,
1631,http://www.politifact.com/factchecks/2017/may/23/dan-patrick/dan-patricks-20000-tax-savings-claim-proves-incorr/,Dan Patrick's $20;000 tax savings claim proves incorrect; ridiculous,Pants on Fire,en,PolitiFact,politifact.com,2017-05-23T17:42:27Z,Says Texas tax legislation would 'save the average homeowner in Texas $20;000 a year over the next 20 years or so.',Dan Patrick,2017-05-17T00:00:00Z,Republican,
3322,http://www.politifact.com/factchecks/2017/may/23/newt-gingrich/claim-slain-dnc-staffer-seth-rich-gave-emails-wiki/,The baseless claim that slain DNC staffer Seth Rich gave emails to WikiLeaks,Pants on Fire,en,PolitiFact,politifact.com,2017-05-23T18:08:49Z,DNC staffer Seth Rich 'apparently was assassinated at 4 in the morning; having given WikiLeaks something like 53;000 emails and 17;000 attachments. ... It turns out; it wasn’t the Russians.',Newt Gingrich,2017-05-21T00:00:00Z,Republican,
1598,http://www.politifact.com/factchecks/2017/may/23/claire-mccaskill/false-mccaskill-says-1-mar-lago-trip-could-fund-mi/,False: McCaskill says 1 Mar-a-Lago trip could fund Missouri meals on wheels for 2 years,FALSE,en,PolitiFact,politifact.com,2017-05-23T18:24:34Z,If Donald Trump would stay home from Mar-a-Lago one weekend; it would pay the entire meals on wheels budget for the state of Missouri for almost two years.',Claire McCaskill,2017-04-14T00:00:00Z,Democratic,
1449,http://www.politifact.com/factchecks/2017/may/23/kris-kobach/trumps-election-commission-chair-kris-kobach-says-/,Trump's commission vice chair Kris Kobach says immigration data not bounced against voter rolls,Mostly False,en,PolitiFact,politifact.com,2017-05-23T21:07:18Z,The Department of Homeland Security’s database of legal immigrants has 'never' been 'bounced against a state’s voter rolls.',Kris Kobach,2017-05-14T00:00:00Z,Republican,
5393,http://www.politifact.com/factchecks/2017/may/24/donald-trump/trump-goes-bit-overboard-icebreaker-claim/,Trump goes a bit overboard with icebreaker claim,Half True,en,PolitiFact,politifact.com,2017-05-24T14:08:50Z,I’m proud to say that under my administration; as you just heard; we will be building the first new heavy icebreakers the United States has seen in over 40 years.',Donald Trump,2017-05-17T00:00:00Z,Republican,
5668,http://www.politifact.com/factchecks/2017/may/23/thom-tillis/was-2016-one-deadliest-years-ever-police-officers-/,Was 2016 'one of the deadliest years ever' for police officers in the US?,FALSE,en,PolitiFact,politifact.com,2017-05-24T16:29:19Z,Last year was one of the deadliest years ever for law enforcement officers.',Thom TIllis,2017-05-19T00:00:00Z,Republican,
576,http://www.politifact.com/factchecks/2014/oct/08/barack-obama/obama-health-care-driving-down-deficit/,Obama: Health care is driving down the deficit,Mostly True,en,PolitiFact,politifact.com,2017-05-24T21:02:43Z,The cost of 'health care is now the single-biggest factor driving down' the federal budget deficit.,Barack Obama,2014-10-02T00:00:00Z,Democratic,
4749,http://www.politifact.com/factchecks/2017/may/24/tammy-baldwin/photo-id-law-caused-200000-drop-wisconsin-voter-tu/,Did first-time use of photo ID cause 200;000 drop in Wisconsin voter turnout in presidential race?,Mostly False,en,PolitiFact,politifact.com,2017-05-25T14:43:26Z,Voter turnout in 2016 was reduced by approx. 200;000 votes because of WI’s photo ID laws.',Tammy Baldwin,2017-05-17T00:00:00Z,Democratic,
5501,http://www.politifact.com/factchecks/2017/may/25/james-lankford/did-obamacare-premiums-double-most-states-year-no/,Did Obamacare premiums double in most states this year? No,FALSE,en,PolitiFact,politifact.com,2017-05-25T20:56:59Z,This year; a majority of states are seeing premiums and costs double' under Obamacare.,James Lankford,2017-05-24T00:00:00Z,Republican,
6611,http://www.politifact.com/factchecks/2017/may/25/jim-patterson/did-jerry-brown-axe-funds-removing-californias-dea/,Lawmaker misleads with claim Jerry Brown has axed funds for California's dying trees,Mostly False,en,PolitiFact,politifact.com,2017-05-26T00:21:04Z,California Gov. Jerry Brown’s budget 'cuts funds for local tree mortality efforts from $52.7 million to just $2 million.',Jim Patterson,2017-05-22T00:00:00Z,Republican,
3578,http://www.politifact.com/factchecks/2017/may/26/chris-abele/has-tough-crime-sheriff-david-clarke-cut-number-hi/,Has tough-on-crime Sheriff David Clarke cut the number of his deputies by half or more?,Half True,en,PolitiFact,politifact.com,2017-05-26T16:56:39Z,Says David Clarke reduced the number of Milwaukee County sheriff's deputies 'from about 700 and something to 300 and something.',Chris Abele,2017-05-18T00:00:00Z,Democratic,
635,http://www.politifact.com/factchecks/2017/may/26/donald-trump/did-donald-trumps-trip-create-or-save-millions-job/,Did Donald Trump's trip create or save 'millions' of jobs?,FALSE,en,PolitiFact,politifact.com,2017-05-26T21:10:38Z,Says deals struck on his first foreign trip as president made and saved 'millions of jobs.',Donald Trump,2017-05-26T00:00:00Z,Republican,
5236,http://www.politifact.com/factchecks/2017/may/31/john-kelly/are-there-us-embassies-countries-listed-trumps-tra/,Are there US embassies in countries listed in Trump's travel ban?,TRUE,en,PolitiFact,politifact.com,2017-05-31T15:12:58Z,Many of the countries in question (in Trump’s travel ban) don't even have a U.S. embassy there to help us vet.',John Kelly,2017-05-28T00:00:00Z,unknown_affiliation,wp
5687,http://www.politifact.com/article/2017/may/31/what-covfefe/,What is 'covfefe'?,Probably a typo,en,PolitiFact,politifact.com,2017-05-31T18:35:54Z,What is 'covfefe'?,Donald Trump,2017-05-31T00:00:00Z,Republican,
